Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Low Level Changes In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count
String;Integer;Integer;String;Integer;Integer;Decimal;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer
178;1541;6556;179;1543;6563;0,015;0,047;0,047;0;rr:setEOperation_eType_TO_EClassifier;0,016;rr:createEOperation_IN_EClass;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1251;rr:unsetEReferenceRefEOppositeToEReference;2642;rr:deleteEAnnotation_IN_EModelElement;1614,278;4199;rr:unsetEReferenceRefEOppositeToEReference;15648;rr:deleteEAnnotation_IN_EModelElement;8582,642;4195;17862;1;0;3;0;0;1025;4;4;0;2;4;172;1;0;5;0;0;0
179;1543;6563;180;1546;6567;0;0,015;0,015;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0,015;rr:createEAnnotation_IN_EModelElement;0,007;0;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;1252;rr:unsetEReferenceRefEOppositeToEReference;2650;rr:createEAnnotation_IN_EModelElement;1614,966;4206;rr:unsetEReferenceRefEOppositeToEReference;15681;rr:createEAnnotation_IN_EModelElement;8589,432;4205;17888;3;0;4;0;0;1026;7;7;0;3;2;174;2;0;3;0;0;0
180;1546;6567;181;1548;6570;0;0,016;0,016;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0,016;rr:createEAnnotation_IN_EModelElement;0,008;0;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;1255;rr:unsetEReferenceRefEOppositeToEReference;2655;rr:createEAnnotation_IN_EModelElement;1618,136;4212;rr:unsetEReferenceRefEOppositeToEReference;15694;rr:createEAnnotation_IN_EModelElement;8596,307;4210;17895;2;0;3;0;0;1029;5;5;0;2;2;174;2;0;3;0;0;0
181;1548;6570;182;1552;6599;0;0,093;0,078;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,011;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1257;rr:unsetEReferenceRefEOppositeToEReference;2655;rr:deleteEAnnotation_IN_EModelElement;1622,358;4224;rr:unsetEReferenceRefEOppositeToEReference;15717;rr:deleteEAnnotation_IN_EModelElement;8625,017;4226;17965;2;0;6;0;0;1031;8;8;0;5;7;169;4;0;13;0;0;0
182;1552;6599;183;1554;6610;0;0,047;0,047;0;rr:setEOperation_eType_TO_EClassifier;0,016;rr:setEParameter_eType_TO_EClassifier;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1259;rr:unsetEReferenceRefEOppositeToEReference;2660;rr:deleteEAnnotation_IN_EModelElement;1624,54;4223;rr:unsetEReferenceRefEOppositeToEReference;15750;rr:deleteEAnnotation_IN_EModelElement;8635,744;4225;17976;1;0;3;0;0;1033;4;4;0;2;4;172;1;0;5;0;0;0
183;1554;6610;184;1554;6617;0;0,156;0,218;0;rr:setEAttribute_eType_TO_EClassifier;0,031;rr:changeEParameterType;0,016;0,015;0;rr:deleteEOperation_IN_EClass;0,015;rr:setEOperation_eType_TO_EClassifier;0,001;1260;rr:unsetEReferenceRefEOppositeToEReference;2661;rr:deleteEAnnotation_IN_EModelElement;1626,011;4232;rr:unsetEReferenceRefEOppositeToEReference;15771;rr:deleteEAnnotation_IN_EModelElement;8651,989;4234;18023;1;1;3;3;0;1033;8;8;0;3;14;162;1;1;12;11;0;8
184;1554;6617;185;1554;6623;0;0,255;0,54;0,015;rr:generalizeReferenceType;0,047;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,025;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1256;rr:unsetEReferenceRefEOppositeToEReference;2666;rr:moveEAnnotation_FROM_EModelElement_eAnnotations_TO_EModelElement_EModelElement;1623,222;4264;rr:unsetEReferenceRefEOppositeToEReference;15846;rr:moveEAnnotation_FROM_EModelElement_eAnnotations_TO_EModelElement_EModelElement;8693,744;4275;18178;6;6;12;12;0;1028;36;36;0;18;22;154;5;3;23;17;0;10
185;1554;6623;186;1554;6624;0;0,343;0,765;0;rr:change_eoperation_type;0,047;rr:createEStringToStringMapEntry_IN_EAnnotation;0,025;0;0;rr:changeBidirectionalReferenceType;0;rr:changeBidirectionalReferenceType;0;1260;rr:unsetEReferenceRefEOppositeToEReference;2665;rr:createEAnnotation_IN_EModelElement;1627,392;4249;rr:unsetEReferenceRefEOppositeToEReference;15823;rr:createEAnnotation_IN_EModelElement;8684,989;4252;18108;3;2;6;6;0;1032;17;17;0;10;30;146;5;4;40;39;0;23
186;1554;6624;187;1560;6640;0;0,328;1,046;0;rr:setEParameterName;0,063;rr:createEAttributeAsiDInEClass;0,029;0;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;1263;rr:unsetEReferenceRefEOppositeToEReference;2674;rr:createEAnnotation_IN_EModelElement;1630,455;4293;rr:unsetEReferenceRefEOppositeToEReference;15891;rr:createEAnnotation_IN_EModelElement;8733,693;4294;18222;5;0;9;0;19;1035;33;33;0;29;36;140;5;0;14;0;28;28
187;1560;6640;188;1608;6835;0;0,249;0,388;0,015;rr:extractSuperEClass;0,031;rr:createEClassInEPackage;0,022;0,048;0;rr:createEClassAsInterfaceInEPackage;0,016;rr:extractSuperEClass;0,003;1273;rr:unsetEReferenceRefEOppositeToEReference;2718;rr:createEAnnotation_IN_EModelElement;1652,784;4457;rr:unsetEReferenceRefEOppositeToEReference;16237;rr:createEAnnotation_IN_EModelElement;8973,307;4484;18988;31;0;72;0;0;1040;103;103;0;87;18;158;15;0;41;0;0;0
188;1608;6835;189;1739;7288;0;0,297;0,454;0,015;rr:createEClassAsInterfaceInEPackage;0,032;rr:createEEnum_IN_EPackage;0,023;0,062;0;rr:createEClassAsInterfaceInEPackage;0,016;rr:extractSuperEClass;0,003;1317;rr:unsetEReferenceRefEOppositeToEReference;2855;rr:deleteEAnnotation_IN_EModelElement;1731,733;4978;rr:unsetEReferenceRefEOppositeToEReference;17211;rr:deleteEAnnotation_IN_EModelElement;9707,767;5072;21103;99;0;230;0;0;1072;329;329;0;237;20;156;17;0;46;0;0;0
189;1739;7288;190;1741;7300;0;0,078;0,062;0;rr:createEAttributeAsiDInEClass;0,016;rr:createEAttributeInEClass;0,01;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1423;rr:unsetEReferenceRefEOppositeToEReference;3054;rr:deleteEAnnotation_IN_EModelElement;1837,693;4744;rr:unsetEReferenceRefEOppositeToEReference;17348;rr:deleteEAnnotation_IN_EModelElement;9555,068;4740;19778;1;0;3;0;0;1171;4;4;0;3;6;170;3;0;11;0;0;0
190;1741;7300;191;1737;7280;0;0,078;0,078;0;rr:deleteEAttributeInEClass;0,016;rr:deleteEReferenceInEClass;0,011;0;0;rr:deleteEReferenceInEClass;0;rr:deleteEReferenceInEClass;0;1422;rr:unsetEReferenceRefEOppositeToEReference;3052;rr:deleteEAnnotation_IN_EModelElement;1836,972;4747;rr:unsetEReferenceRefEOppositeToEReference;17345;rr:deleteEAnnotation_IN_EModelElement;9557,818;4745;19797;0;2;0;6;0;1170;8;8;0;5;7;169;0;4;0;13;0;0
191;1737;7280;192;1755;7352;0;0,204;0,314;0;rr:createEOperation_IN_EClass;0,032;rr:setEParameter_eType_TO_EClassifier;0,02;0,03;0;rr:createEClassAsInterfaceInEPackage;0,015;rr:createBidirectionalReference;0,002;1427;rr:unsetEReferenceRefEOppositeToEReference;3068;rr:createEAnnotation_IN_EModelElement;1843,818;4827;rr:unsetEReferenceRefEOppositeToEReference;17469;rr:createEAnnotation_IN_EModelElement;9644,869;4821;20096;12;0;32;0;0;1170;44;44;0;25;16;160;15;0;48;0;0;0
192;1755;7352;193;1755;7352;0;0,188;0,36;0;rr:setEEnumLiteralName;0,032;rr:rename_EDataType;0,017;0,016;0;rr:rename_EParameter;0,016;rr:setEEnumLiteralName;0,001;1444;rr:unsetEReferenceRefEOppositeToEReference;3082;rr:deleteEAnnotation_IN_EModelElement;1856,784;4848;rr:unsetEReferenceRefEOppositeToEReference;17502;rr:deleteEAnnotation_IN_EModelElement;9659,148;4801;19972;0;0;0;0;12;1182;12;12;0;18;21;155;0;0;0;0;21;21
193;1755;7352;194;1779;7460;0;0,266;0,486;0,015;rr:createEEnumLiteralInEEnum;0,033;rr:setEAttribute_eType_TO_EClassifier;0,024;0,031;0;rr:extractSuperEClass;0,016;rr:createEEnumInEPackage;0,002;1446;rr:unsetEReferenceRefEOppositeToEReference;3098;rr:deleteEAnnotation_IN_EModelElement;1866,443;4926;rr:unsetEReferenceRefEOppositeToEReference;17664;rr:deleteEAnnotation_IN_EModelElement;9782,795;4903;20404;16;0;40;0;0;1182;56;56;0;44;20;156;17;0;46;0;0;0
194;1779;7460;195;1781;7470;0;0,078;0,078;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1464;rr:unsetEReferenceRefEOppositeToEReference;3131;rr:deleteEAnnotation_IN_EModelElement;1884,761;4889;rr:unsetEReferenceRefEOppositeToEReference;17719;rr:deleteEAnnotation_IN_EModelElement;9771,761;4847;20201;1;0;3;0;0;1198;4;4;0;3;6;170;3;0;11;0;0;0
195;1781;7470;196;1783;7482;0;0,078;0,078;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1465;rr:unsetEReferenceRefEOppositeToEReference;3134;rr:deleteEAnnotation_IN_EModelElement;1886,875;4892;rr:unsetEReferenceRefEOppositeToEReference;17740;rr:deleteEAnnotation_IN_EModelElement;9783,875;4852;20226;1;0;3;0;0;1199;4;4;0;3;6;170;3;0;11;0;0;0
196;1783;7482;197;1777;7466;0;0,11;0,094;0;rr:setEOperation_eType_TO_EClassifier;0,016;rr:deleteEParameter_IN_EOperation;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1462;rr:unsetEReferenceRefEOppositeToEReference;3134;rr:deleteEAnnotation_IN_EModelElement;1884,108;4896;rr:unsetEReferenceRefEOppositeToEReference;17759;rr:deleteEAnnotation_IN_EModelElement;9790,625;4863;20280;0;4;0;9;0;1196;13;13;0;7;8;168;0;5;0;13;0;0
197;1777;7466;198;1779;7473;0;0,051;0,05;0,003;rr:setEParameter_eType_TO_EClassifier;0,02;rr:setEAttribute_eType_TO_EClassifier;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1462;rr:unsetEReferenceRefEOppositeToEReference;3127;rr:deleteEAnnotation_IN_EModelElement;1883,688;4882;rr:unsetEReferenceRefEOppositeToEReference;17721;rr:deleteEAnnotation_IN_EModelElement;9775,062;4840;20199;1;0;3;0;0;1196;4;4;0;2;4;172;1;0;5;0;0;0
198;1779;7473;199;1781;7489;0;0,078;0,078;0;rr:setEReference_eOpposite_TO_EReference;0,016;rr:setEOperation_eType_TO_EClassifier;0,011;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1464;rr:unsetEReferenceRefEOppositeToEReference;3130;rr:deleteEAnnotation_IN_EModelElement;1885,852;4896;rr:unsetEReferenceRefEOppositeToEReference;17748;rr:deleteEAnnotation_IN_EModelElement;9793,381;4851;20250;1;0;5;0;0;1197;6;6;0;5;7;169;2;0;14;0;0;0
199;1781;7489;200;1783;7498;0;0,047;0,047;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1466;rr:unsetEReferenceRefEOppositeToEReference;3133;rr:deleteEAnnotation_IN_EModelElement;1887,403;4900;rr:unsetEReferenceRefEOppositeToEReference;17767;rr:deleteEAnnotation_IN_EModelElement;9800,449;4850;20253;1;0;3;0;0;1198;4;4;0;2;4;172;1;0;5;0;0;0
200;1783;7498;201;1785;7509;0;0,046;0,046;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,012;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1467;rr:unsetEReferenceRefEOppositeToEReference;3136;rr:deleteEAnnotation_IN_EModelElement;1888,79;4903;rr:unsetEReferenceRefEOppositeToEReference;17786;rr:deleteEAnnotation_IN_EModelElement;9809,267;4855;20276;1;0;3;0;0;1199;4;4;0;2;4;172;1;0;5;0;0;0
201;1785;7509;202;1783;7498;0;0,062;0,062;0,015;rr:setEOperation_eType_TO_EClassifier;0,016;rr:deleteEOperation_IN_EClass;0,016;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1467;rr:unsetEReferenceRefEOppositeToEReference;3136;rr:deleteEAnnotation_IN_EModelElement;1888,739;4903;rr:unsetEReferenceRefEOppositeToEReference;17786;rr:deleteEAnnotation_IN_EModelElement;9809,085;4855;20276;0;1;0;3;0;1199;4;4;0;2;4;172;0;1;0;5;0;0
202;1783;7498;203;1787;7516;0;0,234;0,499;0;rr:setEEnumLiteralName;0,047;rr:rename_EPackage;0,021;0;0;rr:rename_EParameter;0;rr:rename_EParameter;0;1467;rr:unsetEReferenceRefEOppositeToEReference;3137;rr:deleteEAnnotation_IN_EModelElement;1889,801;4921;rr:unsetEReferenceRefEOppositeToEReference;17809;rr:deleteEAnnotation_IN_EModelElement;9831,199;4875;20335;2;0;6;0;4;1199;12;12;0;12;24;152;1;0;5;0;20;20
203;1787;7516;204;1791;7566;0;0,094;0,094;0;rr:setEReference_eOpposite_TO_EReference;0,016;rr:createBidirectionalReference;0,012;0;0;rr:createBidirectionalReference;0;rr:createBidirectionalReference;0;1471;rr:unsetEReferenceRefEOppositeToEReference;3143;rr:deleteEAnnotation_IN_EModelElement;1893,483;4929;rr:unsetEReferenceRefEOppositeToEReference;17867;rr:deleteEAnnotation_IN_EModelElement;9857,528;4878;20401;2;0;8;0;0;1201;10;10;0;6;8;168;4;0;22;0;0;0
204;1791;7566;205;1803;7608;0;0,11;0,11;0;rr:createEParameter_IN_EOperation;0,016;rr:setEOperation_eType_TO_EClassifier;0,014;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1476;rr:unsetEReferenceRefEOppositeToEReference;3161;rr:createEAnnotation_IN_EModelElement;1900,028;4971;rr:unsetEReferenceRefEOppositeToEReference;18012;rr:createEAnnotation_IN_EModelElement;9931,119;4926;20613;7;0;18;0;0;1204;25;25;0;14;8;168;5;0;13;0;0;0
205;1803;7608;206;1805;7646;0;0,094;0,078;0;rr:createEAttribute_IN_EClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1483;rr:unsetEReferenceRefEOppositeToEReference;3170;rr:deleteEAnnotation_IN_EModelElement;1907,432;4960;rr:unsetEReferenceRefEOppositeToEReference;18052;rr:deleteEAnnotation_IN_EModelElement;9943,011;4910;20582;1;0;3;0;0;1211;4;4;0;3;6;170;3;0;11;0;0;0
206;1805;7646;207;1807;7649;0;0,031;0,016;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0,016;rr:createEAnnotation_IN_EModelElement;0,008;0;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0;1484;rr:unsetEReferenceRefEOppositeToEReference;3178;rr:createEAnnotation_IN_EModelElement;1908,25;4963;rr:unsetEReferenceRefEOppositeToEReference;18111;rr:createEAnnotation_IN_EModelElement;9960,693;4915;20624;2;0;3;0;0;1212;5;5;0;2;2;174;2;0;3;0;0;0
207;1807;7649;208;1815;7681;0;0,141;0,125;0;rr:createEStringToStringMapEntry_IN_EAnnotation;0,016;rr:setEOperation_eType_TO_EClassifier;0,014;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1486;rr:unsetEReferenceRefEOppositeToEReference;3185;rr:createEAnnotation_IN_EModelElement;1913,188;4988;rr:unsetEReferenceRefEOppositeToEReference;18165;rr:createEAnnotation_IN_EModelElement;10002,642;4951;20754;5;0;12;0;0;1214;17;17;0;9;9;167;6;0;16;0;0;0
208;1815;7681;209;1797;7659;0;1,328;6,71;0;rr:setEParameterName;0,188;rr:unsetEReferenceRefEOppositeToEReference;0,087;1,091;0;rr:createEClassAsInterfaceInEPackage;0,468;rr:moveOppositeReference;0,014;1473;rr:unsetEReferenceRefEOppositeToEReference;3180;rr:deleteEAnnotation_IN_EModelElement;1903,443;5167;rr:unsetEReferenceRefEOppositeToEReference;18368;rr:deleteEAnnotation_IN_EModelElement;10193,756;5133;21523;12;27;42;64;3;1192;148;148;0;88;77;99;19;12;96;83;22;66
209;1797;7659;210;1791;7645;0;0,53;1,902;0;rr:setEEnumName;0,109;rr:setETypeParameterName;0,042;0;0;rr:collect_EAttribute;0;rr:collect_EAttribute;0;1478;rr:unsetEReferenceRefEOppositeToEReference;3155;rr:deleteEAnnotation_IN_EModelElement;1900,455;4993;rr:unsetEReferenceRefEOppositeToEReference;18114;rr:deleteEAnnotation_IN_EModelElement;9991,989;4914;20723;0;5;4;11;4;1198;24;24;0;16;45;131;0;9;17;35;26;39
210;1791;7645;211;1791;7645;0;0,015;0,015;0,015;rr:setEClassAbstract;0,015;rr:setEClassAbstract;0,015;0;0;rr:setEClassAbstract;0;rr:setEClassAbstract;0;1478;rr:unsetEReferenceRefEOppositeToEReference;3144;rr:deleteEAnnotation_IN_EModelElement;1898,398;4998;rr:unsetEReferenceRefEOppositeToEReference;18082;rr:deleteEAnnotation_IN_EModelElement;9987,227;4903;20666;0;0;0;0;22;1198;22;22;0;22;1;175;0;0;0;0;1;1
211;1791;7645;212;1795;7662;0;0,093;0,093;0;rr:createEOperation_IN_EClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1478;rr:unsetEReferenceRefEOppositeToEReference;3146;rr:deleteEAnnotation_IN_EModelElement;1900,369;4967;rr:unsetEReferenceRefEOppositeToEReference;18064;rr:deleteEAnnotation_IN_EModelElement;9966,574;4881;20620;2;0;6;0;0;1198;8;8;0;5;7;169;4;0;13;0;0;0
212;1795;7662;213;1817;7778;0;0,239;0,353;0,015;rr:setEOperation_eType_TO_EClassifier;0,032;rr:createEAttributeAsiDInEClass;0,024;0,015;0;rr:extractSuperEClass;0,015;rr:addToEClass_eSuperTypes_EClass;0,001;1480;rr:unsetEReferenceRefEOppositeToEReference;3161;rr:deleteEAnnotation_IN_EModelElement;1912,045;5036;rr:unsetEReferenceRefEOppositeToEReference;18240;rr:deleteEAnnotation_IN_EModelElement;10096,699;4975;20997;11;0;33;0;0;1200;44;44;0;32;15;161;11;0;32;0;0;0
213;1817;7778;214;1821;7798;0;0,312;0,795;0,015;rr:rename_EENumLiteral;0,047;rr:createEAttributeInEClass;0,028;0;0;rr:setEAttributeName;0;rr:setEAttributeName;0;1491;rr:unsetEReferenceRefEOppositeToEReference;3185;rr:deleteEAnnotation_IN_EModelElement;1924,875;5011;rr:unsetEReferenceRefEOppositeToEReference;18325;rr:deleteEAnnotation_IN_EModelElement;10110,75;4951;20942;2;0;6;0;2;1211;10;10;0;8;28;148;4;0;13;0;21;21
214;1821;7798;215;1825;7815;0;0,11;0,094;0;rr:createEOperation_IN_EClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1493;rr:unsetEReferenceRefEOppositeToEReference;3191;rr:deleteEAnnotation_IN_EModelElement;1928,256;5012;rr:unsetEReferenceRefEOppositeToEReference;18355;rr:deleteEAnnotation_IN_EModelElement;10123,994;4956;20971;2;0;6;0;0;1213;8;8;0;5;7;169;4;0;13;0;0;0
215;1825;7815;216;1825;7815;0;0,281;0,172;0;rr:collect_EAttribute;0,031;rr:deleteEOperation_IN_EClass;0,016;0,016;0;rr:moveEReferenceRefEStructuralFeaturesToEClass;0,016;rr:collect_EAttribute;0,001;1495;rr:unsetEReferenceRefEOppositeToEReference;3195;rr:deleteEAnnotation_IN_EModelElement;1931,148;5015;rr:unsetEReferenceRefEOppositeToEReference;18371;rr:deleteEAnnotation_IN_EModelElement;10133,205;4958;20987;0;0;4;4;0;1215;8;8;0;2;11;165;0;2;18;22;0;14
216;1825;7815;217;1825;7815;0;0,032;0,032;0,016;rr:setEReferenceChangeable;0,016;rr:setEReferenceChangeable;0,016;0;0;rr:setEReferenceChangeable;0;rr:setEReferenceChangeable;0;1495;rr:unsetEReferenceRefEOppositeToEReference;3195;rr:deleteEAnnotation_IN_EModelElement;1929,545;5007;rr:unsetEReferenceRefEOppositeToEReference;18363;rr:deleteEAnnotation_IN_EModelElement;10119,136;4946;20931;0;0;0;0;1;1215;1;1;0;1;2;174;0;0;0;0;2;2
217;1825;7815;218;1837;7851;0;0,14;0,125;0;rr:setEAttribute_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1495;rr:unsetEReferenceRefEOppositeToEReference;3205;rr:deleteEAnnotation_IN_EModelElement;1933,875;5059;rr:unsetEReferenceRefEOppositeToEReference;18447;rr:deleteEAnnotation_IN_EModelElement;10190,034;5017;21189;10;0;22;0;0;1215;32;32;0;22;10;166;7;0;19;0;0;0
218;1837;7851;219;1834;7845;0;0,343;0,843;0;rr:deleteEEnumLiteral_IN_EEnum;0,063;rr:moveEEnum_FROM_EPackage_eClassifiers_TO_EPackage_EPackage;0,032;0,016;0;rr:setEOperation_eType_TO_EClassifier;0,016;rr:moveEEnumLiteral_FROM_EEnum_eLiterals_TO_EEnum_EEnum;0,001;1497;rr:unsetEReferenceRefEOppositeToEReference;3214;rr:deleteEAnnotation_IN_EModelElement;1937,182;5084;rr:unsetEReferenceRefEOppositeToEReference;18498;rr:deleteEAnnotation_IN_EModelElement;10223,807;5045;21273;5;8;12;18;2;1217;45;45;0;28;26;150;4;4;25;25;2;14
219;1834;7845;220;1840;7873;0;0,265;0,438;0,015;rr:setEParameter_eType_TO_EClassifier;0,032;rr:extractSuperEClass;0,026;0;0;rr:extractSuperEClass;0;rr:extractSuperEClass;0;1502;rr:unsetEReferenceRefEOppositeToEReference;3219;rr:deleteEAnnotation_IN_EModelElement;1943,034;5050;rr:unsetEReferenceRefEOppositeToEReference;18480;rr:deleteEAnnotation_IN_EModelElement;10199,074;5007;21157;3;0;9;0;1;1222;13;13;0;11;17;159;11;0;32;0;2;2
220;1840;7873;221;1844;7893;0;0,109;0,094;0;rr:setEOperation_eType_TO_EClassifier;0,016;rr:createEOperation_IN_EClass;0,013;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1505;rr:unsetEReferenceRefEOppositeToEReference;3227;rr:deleteEAnnotation_IN_EModelElement;1947,494;5048;rr:unsetEReferenceRefEOppositeToEReference;18516;rr:deleteEAnnotation_IN_EModelElement;10211,767;5006;21160;2;0;6;0;0;1225;8;8;0;5;7;169;4;0;13;0;0;0
221;1844;7893;222;1838;7858;0,016;0,468;1,389;0,015;rr:deleteEOperation_IN_EClass;0,093;rr:pull_up_EAttribute;0,042;0,015;0;rr:changeBidirectionalReferenceType;0,015;rr:combine_EAttribute;0;1501;rr:unsetEReferenceRefEOppositeToEReference;3227;rr:createEAnnotation_IN_EModelElement;1945,807;5085;rr:unsetEReferenceRefEOppositeToEReference;18559;rr:createEAnnotation_IN_EModelElement;10252,403;5052;21316;4;6;9;18;1;1221;38;38;0;24;33;143;5;5;42;44;2;29
222;1838;7858;223;1844;7874;0;0,125;0,125;0;rr:createEParameter_IN_EOperation;0,032;rr:setEAttribute_eType_TO_EClassifier;0,016;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1505;rr:unsetEReferenceRefEOppositeToEReference;3231;rr:createEAnnotation_IN_EModelElement;1946,04;5055;rr:unsetEReferenceRefEOppositeToEReference;18514;rr:createEAnnotation_IN_EModelElement;10203,744;5014;21163;4;0;9;0;0;1225;13;13;0;7;8;168;5;0;13;0;0;0
223;1844;7874;224;1848;7894;0;0,11;0,11;0;rr:setEOperation_eType_TO_EClassifier;0,031;rr:createEAttributeInEClass;0,016;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1509;rr:unsetEReferenceRefEOppositeToEReference;3235;rr:deleteEAnnotation_IN_EModelElement;1951,631;5060;rr:unsetEReferenceRefEOppositeToEReference;18530;rr:deleteEAnnotation_IN_EModelElement;10219,926;5018;21174;2;0;6;0;0;1229;8;8;0;5;7;169;4;0;13;0;0;0
