Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Low Level Changes In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count
String;Integer;Integer;String;Integer;Integer;Decimal;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer
161;1540;6500;162;1546;6527;N/A;0,181;0,018;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,122;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4213;17830;3;0;9;0;0;1025;12;12;0;8;179;0;36;29;158;146;75;136;
162;1546;6527;163;1548;6537;N/A;0,197;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,138;0;rr:setEEnumLiteralName;0,106;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4218;17855;1;0;5;2;1;1028;9;9;0;7;179;0;36;29;158;146;75;136;
163;1548;6537;164;1525;6452;N/A;0,230;0,018;0;rr:setEEnumLiteralName;0,018;rr:push_down_EOperation;0,000;0,167;0;rr:setEEnumLiteralName;0,105;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4270;18049;1;16;5;38;2;1013;62;62;0;36;179;0;36;29;158;146;75;136;
164;1525;6452;165;1525;6452;N/A;0,171;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,119;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4143;17586;0;0;0;0;1;1014;1;1;0;1;179;0;36;29;158;146;75;136;
165;1525;6452;166;1529;6472;N/A;0,180;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,123;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4163;17669;2;0;6;0;0;1014;8;8;0;5;179;0;36;29;158;146;75;136;
166;1529;6472;167;1525;6452;N/A;0,174;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,114;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4163;17669;0;2;0;6;0;1014;8;8;0;5;179;0;36;29;158;146;75;136;
167;1525;6452;168;1525;6452;N/A;0,176;0,018;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,118;0;rr:setEEnumLiteralName;0,102;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4143;17586;0;0;0;0;1;1014;1;1;0;1;179;0;36;29;158;146;75;136;
168;1525;6452;169;1524;6450;N/A;0,169;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,109;0;rr:setEEnumLiteralName;0,102;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4145;17599;0;1;0;2;0;1013;3;3;0;1;179;0;36;29;158;146;75;136;
169;1524;6450;170;1528;6470;N/A;0,181;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,122;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4160;17662;2;0;6;0;0;1013;8;8;0;5;179;0;36;29;158;146;75;136;
170;1528;6470;171;1516;6406;N/A;0,176;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,118;0;rr:setEEnumLiteralName;0,105;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4175;17701;0;6;0;18;0;1009;24;24;0;16;179;0;36;29;158;146;75;136;
